City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Aklavik,CA,2021-04-10 02:58:13,68.2191,-135.0107,247.15,64,100,4.12
293,Aswan,EG,2021-04-10 03:03:45,24.0934,32.907,294.11,31,0,7.0
294,Touros,BR,2021-04-10 02:57:38,-5.1989,-35.4608,298.15,88,20,3.09
295,Tonshayevo,RU,2021-04-10 03:03:46,57.736,47.0127,270.85,94,13,1.15
296,Aguie,NE,2021-04-10 03:03:46,13.506,7.7786,298.25,7,45,3.26
297,Lebyazhye,RU,2021-04-10 03:03:46,55.2689,66.4947,273.71,95,100,1.34
298,Iquitos,PE,2021-04-10 02:59:14,-3.7481,-73.2472,299.15,89,20,1.03
299,Dothan,US,2021-04-10 03:01:06,31.2232,-85.3905,292.15,88,1,3.6
300,Qui Nhon,VN,2021-04-10 03:01:17,13.7667,109.2333,300.96,70,53,4.42
301,Sabang,ID,2021-04-10 02:59:42,5.8933,95.3214,301.93,70,71,2.97
302,Yerofey Pavlovich,RU,2021-04-10 02:59:00,53.9667,121.9667,276.53,76,100,2.12
303,Zdvinsk,RU,2021-04-10 03:03:47,54.7021,78.661,272.71,91,7,4.78
304,Ilo,PE,2021-04-10 03:03:47,-17.6394,-71.3375,293.24,80,100,3.31
305,Vangaindrano,MG,2021-04-10 03:03:48,-23.35,47.6,294.6,92,100,1.29
306,Esfahan,IR,2021-04-10 03:03:48,32.6572,51.6776,282.15,46,20,2.06
307,Champerico,GT,2021-04-10 02:57:50,14.3,-91.9167,292.59,95,34,3.51
308,Manlleu,ES,2021-04-10 03:03:48,42.0023,2.2848,279.82,94,97,0.8
309,Mackenzie,CA,2021-04-10 02:59:24,55.2999,-123.1698,276.15,56,75,5.66
310,Klaksvik,FO,2021-04-10 02:57:34,62.2266,-6.589,271.15,86,40,10.29
311,Rocha,UY,2021-04-10 03:03:49,-34.4833,-54.3333,291.35,94,100,0.88
312,Haines Junction,CA,2021-04-10 03:03:49,60.7522,-137.5108,258.15,39,100,7.72
313,Palimbang,PH,2021-04-10 03:03:49,6.2106,124.1894,303.24,64,85,2.08
314,Petropavlovsk-Kamchatskiy,RU,2021-04-10 02:58:29,53.0452,158.6483,276.15,65,99,5.0
315,Chimbote,PE,2021-04-10 03:00:21,-9.0853,-78.5783,293.57,87,40,2.65
316,Huntington,US,2021-04-10 03:00:05,38.4193,-82.4452,294.15,28,1,2.06
317,Velikiy Novgorod,RU,2021-04-10 03:03:50,58.5167,31.2833,277.36,68,100,6.69
318,Malpe,IN,2021-04-10 03:03:50,13.35,74.7167,302.15,74,20,2.06
319,Carroll,US,2021-04-10 03:03:51,39.5501,-77.0164,284.82,100,100,3.07
320,Umm Lajj,SA,2021-04-10 03:03:51,25.0213,37.2685,295.26,66,0,4.87
321,Vanimo,PG,2021-04-10 03:03:06,-2.6741,141.3028,300.6,79,100,5.94
322,Hofn,IS,2021-04-10 02:57:57,64.2539,-15.2082,268.92,49,3,4.59
323,Mareeba,AU,2021-04-10 03:03:51,-17.0,145.4333,304.82,70,72,3.6
324,Loma Alta,HN,2021-04-10 03:03:52,15.3967,-88.5597,299.15,94,20,1.38
325,Saint-Augustin,CA,2021-04-10 03:03:52,51.226,-58.6502,271.58,78,44,6.41
326,Davila,PH,2021-04-10 03:01:56,18.4726,120.5763,303.15,58,40,4.12
327,Alice Springs,AU,2021-04-10 03:03:37,-23.7,133.8833,301.48,32,71,6.69
328,Sarangani,PH,2021-04-10 03:03:52,5.4033,125.4636,301.58,72,29,3.8
329,Lakatoro,VU,2021-04-10 03:03:53,-16.0999,167.4164,302.0,71,100,5.19
330,Biscarrosse,FR,2021-04-10 03:03:53,44.3945,-1.1672,282.15,100,0,1.54
331,Gornopravdinsk,RU,2021-04-10 03:01:01,60.05,69.9,275.27,95,100,3.54
332,Madimba,TZ,2021-04-10 03:03:54,-10.4,40.3333,296.15,93,98,4.01
333,Arlit,NE,2021-04-10 03:03:54,18.7369,7.3853,300.28,8,0,1.95
334,Tromso,NO,2021-04-10 03:03:54,69.6496,18.957,267.04,73,0,1.03
335,Bilecik,TR,2021-04-10 03:02:15,40.0,30.1667,273.15,69,0,6.17
336,Ahuimanu,US,2021-04-10 02:59:27,21.4447,-157.8378,299.15,57,1,6.17
337,Grand Gaube,MU,2021-04-10 03:03:55,-20.0064,57.6608,300.02,74,97,7.79
338,Kaniama,CD,2021-04-10 03:02:14,-7.5667,24.1833,291.18,94,100,1.48
339,Ludhiana,IN,2021-04-10 03:03:55,30.9,75.85,301.51,10,93,2.17
340,Upington,ZA,2021-04-10 03:02:15,-28.4478,21.2561,294.15,46,0,2.57
341,Lahaina,US,2021-04-10 03:00:14,20.8783,-156.6825,299.15,53,20,9.26
342,Salalah,OM,2021-04-10 02:59:10,17.0151,54.0924,299.15,73,20,1.03
343,Yongan,CN,2021-04-10 03:03:55,39.6957,113.6871,285.08,55,86,2.62
344,Cramlington,GB,2021-04-10 03:03:56,55.0865,-1.586,273.15,86,8,1.03
345,Otofuke,JP,2021-04-10 03:03:56,42.9917,143.2003,283.15,29,75,7.2
346,Zeya,RU,2021-04-10 03:03:56,53.75,127.2667,278.72,74,100,5.67
347,Beisfjord,NO,2021-04-10 03:03:57,68.3751,17.5988,264.15,92,100,1.03
348,Ancud,CL,2021-04-10 03:03:57,-41.8697,-73.8203,282.04,93,0,2.06
349,Hare Bay,CA,2021-04-10 03:03:57,48.8499,-54.0148,273.15,100,90,11.32
350,Kyzyl-Suu,KG,2021-04-10 03:03:58,42.3414,78.0056,279.7,41,7,0.54
351,Carora,VE,2021-04-10 03:03:58,10.1755,-70.0827,297.76,78,78,3.22
352,Hami,CN,2021-04-10 03:01:37,42.8,93.45,288.36,28,99,3.9
353,Tahoua,NE,2021-04-10 03:03:58,14.8888,5.2692,299.94,8,2,4.24
354,Valparaiso,CL,2021-04-10 02:58:29,-33.0393,-71.6273,288.15,76,0,1.54
355,Saint-Francois,FR,2021-04-10 03:03:59,46.4154,3.9054,280.37,81,90,3.6
356,Marsa Matruh,EG,2021-04-10 02:59:26,31.3525,27.2453,285.15,50,75,6.69
357,Bilibino,RU,2021-04-10 03:03:59,68.0546,166.4372,259.44,62,13,1.39
358,Easton,US,2021-04-10 03:00:26,40.6884,-75.2207,286.15,71,90,2.06
359,Elizabeth City,US,2021-04-10 03:03:59,36.2946,-76.2511,290.15,94,90,4.63
360,San Angelo,US,2021-04-10 03:04:00,31.4638,-100.437,299.15,18,1,6.69
361,Havelock,US,2021-04-10 03:04:00,34.8791,-76.9013,293.15,85,100,0.45
362,Abnub,EG,2021-04-10 03:00:39,27.2696,31.1511,286.15,58,0,7.72
363,Olafsvik,IS,2021-04-10 02:58:55,64.8945,-23.7142,272.8,63,19,2.58
364,Yar-Sale,RU,2021-04-10 02:59:22,66.8333,70.8333,274.3,99,100,7.52
365,Tezu,IN,2021-04-10 03:04:01,27.9167,96.1667,301.67,42,47,0.55
366,Manta,EC,2021-04-10 03:04:01,-0.95,-80.7333,299.15,83,75,1.03
367,Sobolevo,RU,2021-04-10 03:01:31,54.4299,31.8996,274.18,80,67,5.02
368,Nantucket,US,2021-04-10 03:04:01,41.2835,-70.0995,277.15,100,90,3.09
369,Altamont,US,2021-04-10 03:00:04,42.2068,-121.7372,287.15,18,1,5.14
370,Mahebourg,MU,2021-04-10 02:59:04,-20.4081,57.7,299.14,77,100,5.96
371,Luwuk,ID,2021-04-10 03:04:02,-0.9516,122.7875,303.7,63,95,1.29
372,Vestmanna,FO,2021-04-10 03:04:02,62.1564,-7.1664,271.15,86,40,10.29
373,Russell,US,2021-04-10 03:00:09,32.3502,-85.1999,289.15,94,75,3.29
374,Phangnga,TH,2021-04-10 03:04:02,8.4509,98.5298,304.82,70,20,2.06
375,Potsdam,DE,2021-04-10 03:04:03,52.3989,13.0657,278.15,73,100,1.56
376,Armidale,AU,2021-04-10 03:04:03,-30.5167,151.65,291.48,63,53,4.92
377,Bemidji,US,2021-04-10 03:02:18,47.4736,-94.8803,277.04,93,90,3.6
378,Vardo,NO,2021-04-10 03:04:03,70.3705,31.1107,273.23,70,98,1.8
379,Berlevag,NO,2021-04-10 02:57:34,70.8578,29.0864,270.2,67,69,3.01
380,Bethel,US,2021-04-10 02:57:21,41.3712,-73.414,285.15,66,90,2.06
381,Flinders,AU,2021-04-10 02:59:17,-34.5833,150.8552,295.93,46,24,3.58
382,Trelew,AR,2021-04-10 03:04:04,-43.249,-65.3051,285.17,75,46,1.2
383,Krasnyy Oktyabr,RU,2021-04-10 03:04:04,56.1167,38.8833,271.24,90,6,2.38
384,Tabuk,PH,2021-04-10 02:59:16,17.4189,121.4443,301.64,55,44,2.43
385,Orlik,RU,2021-04-10 03:04:05,52.5178,99.825,270.3,63,91,2.1
386,Poum,NC,2021-04-10 02:58:18,-20.2333,164.0167,298.71,94,100,16.75
387,Dalvik,IS,2021-04-10 03:04:05,65.9702,-18.5286,263.15,85,0,2.57
388,Bagru,IN,2021-04-10 03:04:05,26.8088,75.5423,297.15,31,0,1.54
389,Bar Harbor,US,2021-04-10 03:04:06,44.3876,-68.2039,280.37,93,75,2.06
390,Ghoti,IN,2021-04-10 03:04:06,19.7168,73.6245,300.21,24,64,0.63
391,Asau,RO,2021-04-10 02:57:43,46.4333,26.4,273.15,52,6,2.07
392,Anchorage,US,2021-04-10 03:00:01,61.2181,-149.9003,266.15,21,1,6.69
393,Morondava,MG,2021-04-10 03:04:06,-20.2833,44.2833,296.18,77,99,1.91
394,College,US,2021-04-10 02:58:26,64.8569,-147.8028,257.15,51,75,3.09
395,Sao Felix Do Xingu,BR,2021-04-10 03:04:07,-6.6447,-51.995,295.64,89,59,0.32
396,San Quintin,MX,2021-04-10 02:58:29,30.4833,-115.95,288.2,87,37,4.34
397,Klyuchi,RU,2021-04-10 03:04:07,52.2667,79.1667,276.82,72,45,6.79
398,Gela,IT,2021-04-10 03:04:07,37.0803,14.2307,278.15,81,19,1.03
399,Livani,LV,2021-04-10 03:04:08,56.3543,26.1758,276.56,76,100,4.51
400,Gunnedah,AU,2021-04-10 03:04:08,-30.9833,150.25,297.04,53,67,1.34
401,Hay River,CA,2021-04-10 02:58:16,60.8156,-115.7999,263.15,85,100,8.23
402,Najran,SA,2021-04-10 02:59:01,17.4924,44.1277,292.15,27,0,1.64
403,Suntar,RU,2021-04-10 03:04:08,62.1444,117.6319,262.36,73,100,3.6
404,Dukat,RU,2021-04-10 03:04:09,62.55,155.55,261.43,81,100,4.47
405,San Carlos De Bariloche,AR,2021-04-10 03:00:26,-41.1456,-71.3082,280.15,57,40,1.54
406,Kungurtug,RU,2021-04-10 03:04:09,50.5994,97.5228,272.7,88,100,0.86
407,Dwarka,IN,2021-04-10 03:04:09,22.2394,68.9678,300.51,63,0,5.38
408,Cockburn Town,TC,2021-04-10 02:59:18,21.4612,-71.1419,297.39,61,59,8.16
409,Ouesso,CG,2021-04-10 03:02:14,1.6136,16.0517,294.51,84,98,0.49
410,Narsaq,GL,2021-04-10 02:57:58,60.9167,-46.05,276.15,75,75,1.54
411,Moses Lake,US,2021-04-10 03:04:10,47.1301,-119.2781,287.15,28,1,2.57
412,Antipino,RU,2021-04-10 03:04:10,57.1068,65.7576,274.15,93,0,3.0
413,Shimoda,JP,2021-04-10 03:04:11,34.6667,138.95,284.15,54,75,6.17
414,Wellington,NZ,2021-04-10 03:00:09,-41.2866,174.7756,293.15,68,90,10.8
415,Lasa,IT,2021-04-10 03:04:11,46.6166,10.7002,278.71,100,0,2.57
416,Tarija,BO,2021-04-10 03:04:11,-21.5355,-64.7296,292.18,85,100,1.81
417,Cabo San Lucas,MX,2021-04-10 02:56:00,22.8909,-109.9124,295.15,73,1,1.54
418,East Moline,US,2021-04-10 03:00:53,41.5009,-90.4443,286.15,71,90,3.09
419,Faya,SA,2021-04-10 03:04:12,18.3851,42.4509,290.15,48,20,1.2
420,Kvarkeno,RU,2021-04-10 03:04:12,52.0833,59.725,275.73,98,99,3.88
421,Oxilithos,GR,2021-04-10 03:04:12,38.5833,24.1167,278.71,65,3,3.02
422,Esperance,AU,2021-04-10 02:57:31,-33.8667,121.9,292.15,52,90,6.17
423,Chiredzi,ZW,2021-04-10 03:01:25,-21.05,31.6667,289.67,76,0,0.35
424,Dubbo,AU,2021-04-10 03:04:13,-32.25,148.6167,293.15,40,0,6.69
425,Bandarbeyla,SO,2021-04-10 02:58:07,9.4942,50.8122,298.23,70,0,2.39
426,Karema,TZ,2021-04-10 03:04:13,-6.8205,30.4389,293.7,90,100,3.04
427,Praya,CV,2021-04-10 03:04:13,14.9215,-23.5087,294.15,73,20,6.69
428,Auki,SB,2021-04-10 03:04:14,-8.7676,160.7034,300.48,84,100,4.06
429,Tirupati,IN,2021-04-10 03:04:14,13.65,79.4167,301.15,65,20,2.57
430,Gat,IL,2021-04-10 03:04:14,31.61,34.7642,288.15,24,100,6.58
431,Xuddur,SO,2021-04-10 03:04:14,4.1213,43.8894,296.57,84,42,4.18
432,Pangoa,PE,2021-04-10 03:04:15,-12.1167,-73.0,293.24,96,100,0.9
433,Eatonton,US,2021-04-10 03:04:15,33.3268,-83.3885,292.15,88,40,2.52
434,Portree,GB,2021-04-10 03:04:15,57.4129,-6.1942,272.04,83,91,2.72
435,Ponta Do Sol,PT,2021-04-10 02:57:17,32.6667,-17.1,289.26,79,30,0.89
436,Sur,OM,2021-04-10 02:57:29,22.5667,59.5289,300.85,39,0,2.84
437,Tendukheda,IN,2021-04-10 03:04:16,23.4,79.55,300.15,39,7,3.09
438,Taltal,CL,2021-04-10 03:00:14,-25.4,-70.4833,291.45,81,89,1.29
439,Saldanha,ZA,2021-04-10 02:58:23,-33.0117,17.9442,287.15,94,100,2.98
440,Port Lincoln,AU,2021-04-10 02:58:04,-34.7333,135.8667,291.07,50,86,8.77
441,Villa Alemana,CL,2021-04-10 03:04:16,-33.0422,-71.3733,288.15,76,0,1.54
442,Aykhal,RU,2021-04-10 02:58:41,66.0,111.5,254.67,91,99,8.06
443,Angoram,PG,2021-04-10 03:04:17,-4.0625,144.0661,299.04,90,100,1.61
444,Amroli,IN,2021-04-10 03:04:17,21.3,72.85,297.15,88,20,1.54
445,Tomioka,JP,2021-04-10 03:04:17,36.25,138.9,284.82,28,0,1.34
446,Albanel,CA,2021-04-10 03:04:17,48.8832,-72.4487,280.15,87,97,0.51
447,Kaeo,NZ,2021-04-10 02:58:46,-35.1,173.7833,293.15,97,100,7.6
448,Hun,LY,2021-04-10 03:04:18,29.1268,15.9477,284.95,66,0,3.19
449,Toora-Khem,RU,2021-04-10 03:04:18,52.4675,96.11,274.64,67,69,2.45
450,Upata,VE,2021-04-10 03:04:18,8.0086,-62.3989,298.15,92,76,2.03
451,Diamantino,BR,2021-04-10 03:04:19,-14.4086,-56.4461,295.84,90,99,2.11
452,Mitsamiouli,KM,2021-04-10 03:04:19,-11.3847,43.2844,300.61,73,94,1.99
453,Samarai,PG,2021-04-10 03:04:19,-10.6167,150.6667,299.81,82,100,6.34
454,General Roca,AR,2021-04-10 03:04:20,-39.0333,-67.5833,289.15,59,75,1.54
455,Nizwa,OM,2021-04-10 02:57:34,22.9333,57.5333,296.35,45,0,0.72
456,Okha,RU,2021-04-10 03:04:20,53.5739,142.9478,272.51,73,11,2.14
457,Camacha,PT,2021-04-10 03:04:20,33.0833,-16.3333,290.15,88,40,5.14
458,Sept-Iles,CA,2021-04-10 02:58:02,50.2001,-66.3821,278.15,38,1,2.06
459,Lodja,CD,2021-04-10 02:55:08,-3.4833,23.4333,293.27,98,100,0.42
460,Jalu,LY,2021-04-10 03:04:21,29.0331,21.5482,284.66,54,0,5.92
461,Laguna,US,2021-04-10 02:57:29,38.421,-121.4238,290.37,55,1,5.14
462,Vila Franca Do Campo,PT,2021-04-10 02:58:54,37.7167,-25.4333,287.15,88,40,3.09
463,Kemijarvi,FI,2021-04-10 03:04:21,66.7131,27.4306,273.54,88,100,4.68
464,Lieksa,FI,2021-04-10 03:04:21,63.3167,30.0167,273.89,97,100,8.93
465,Necochea,AR,2021-04-10 03:01:30,-38.5473,-58.7368,287.04,98,0,0.45
466,San Fernando,PH,2021-04-10 02:58:03,15.0286,120.6898,304.15,55,75,4.12
467,Santa Isabel Do Rio Negro,BR,2021-04-10 03:04:22,-0.4139,-65.0192,296.59,93,99,1.31
468,Rabo De Peixe,PT,2021-04-10 03:04:22,37.8,-25.5833,287.15,88,40,3.09
469,Porto Santo,PT,2021-04-10 03:04:22,33.072,-16.3415,290.15,88,40,5.14
470,Saint Anthony,US,2021-04-10 02:58:54,45.0205,-93.218,280.37,81,90,4.63
471,Chara,RU,2021-04-10 03:04:23,56.9064,118.2631,265.63,61,100,3.86
472,Muscat,OM,2021-04-10 03:04:23,23.6139,58.5922,300.15,74,0,4.12
473,Whitehorse,CA,2021-04-10 03:04:23,60.7161,-135.0538,260.15,52,75,7.2
474,Krasnoselkup,RU,2021-04-10 03:04:24,65.7,82.4667,272.63,90,100,7.01
475,Shingu,JP,2021-04-10 02:59:04,33.7333,135.9833,287.15,33,0,3.09
476,Collie,AU,2021-04-10 03:04:24,-33.3667,116.15,294.77,44,0,5.47
477,Batagay-Alyta,RU,2021-04-10 03:04:24,67.8006,130.4114,255.42,73,13,7.01
478,Jonava,LT,2021-04-10 03:04:25,55.0833,24.2833,278.15,56,0,3.09
479,La Ronge,CA,2021-04-10 02:58:18,55.1001,-105.2842,275.15,48,43,2.06
480,Zhaoyuan,CN,2021-04-10 03:04:25,37.3592,120.3964,292.04,72,78,0.89
481,Lesnoye,RU,2021-04-10 03:02:50,58.2841,35.5158,274.85,81,100,5.25
482,Lisakovsk,KZ,2021-04-10 02:59:45,52.5369,62.4936,273.93,97,100,3.48
483,Thanjavur,IN,2021-04-10 03:04:25,10.8,79.15,302.15,74,40,1.54
484,Santona,ES,2021-04-10 03:04:26,43.4439,-3.4576,285.93,87,48,1.54
485,Aras,ES,2021-04-10 03:04:26,42.5617,-2.356,282.59,93,90,4.12
486,Honiara,SB,2021-04-10 02:57:30,-9.4333,159.95,300.76,83,99,3.6
487,Karatuzskoye,RU,2021-04-10 03:04:26,53.6072,92.8667,273.84,80,60,2.07
488,Dali,CN,2021-04-10 03:04:27,25.7,100.1833,293.98,38,1,3.25
489,Clinton,US,2021-04-10 03:04:27,42.587,-82.9199,290.37,82,75,4.63
490,Sirur,IN,2021-04-10 03:04:27,18.8333,74.3833,303.42,20,50,2.81
491,Karoi,ZW,2021-04-10 03:04:28,-16.8099,29.6925,286.07,87,0,1.61
492,Ginir,ET,2021-04-10 03:04:28,7.1333,40.7,287.14,65,87,2.13
493,Nueva Germania,PY,2021-04-10 03:04:28,-23.9,-56.5667,301.62,41,75,3.07
494,Morgaushi,RU,2021-04-10 03:04:28,55.9643,46.7743,272.15,93,0,1.0
495,Sulangan,PH,2021-04-10 03:04:29,11.1373,123.7228,300.99,72,86,5.02
496,Gaimersheim,DE,2021-04-10 03:04:29,48.807,11.368,277.59,81,75,0.51
497,Granville,AU,2021-04-10 03:04:29,-33.8333,151.0167,297.59,35,0,5.66
498,Zvenigovo,RU,2021-04-10 03:04:29,55.9742,48.0181,272.15,93,0,1.0
499,Itambacuri,BR,2021-04-10 03:04:30,-18.0311,-41.685,290.15,89,81,1.46
500,Kamaishi,JP,2021-04-10 03:04:30,39.2667,141.8833,282.15,43,75,3.09
501,Khorixas,NA,2021-04-10 02:58:58,-20.3667,14.9667,293.88,34,0,4.46
502,Hobyo,SO,2021-04-10 03:04:30,5.3505,48.5268,300.67,65,37,4.59
503,Srednekolymsk,RU,2021-04-10 02:59:26,67.45,153.6833,258.77,80,100,4.2
504,Gwanda,ZW,2021-04-10 03:04:31,-20.9333,29.0,287.94,84,0,1.79
505,Broken Hill,AU,2021-04-10 03:04:31,-31.95,141.4333,291.15,48,40,5.66
506,Lynn Haven,US,2021-04-10 03:04:31,30.2455,-85.6483,291.48,100,1,2.57
507,Baiyin,CN,2021-04-10 03:04:32,36.5583,104.2081,281.15,71,40,5.0
508,Noyabrsk,RU,2021-04-10 03:04:32,63.1994,75.4507,273.42,99,100,7.81
509,Byron Bay,AU,2021-04-10 03:02:52,-28.65,153.6167,303.15,35,2,6.69
510,Qaqortoq,GL,2021-04-10 02:59:13,60.7167,-46.0333,276.15,75,75,1.54
511,Nurota,UZ,2021-04-10 03:04:32,40.5614,65.6886,286.15,62,0,4.12
512,Noumea,NC,2021-04-10 02:58:00,-22.2763,166.4572,301.15,78,75,1.54
513,Maputo,MZ,2021-04-10 03:04:33,-25.9653,32.5892,296.15,88,75,1.54
514,Hit,IQ,2021-04-10 03:04:33,33.6416,42.8251,292.58,41,57,8.19
515,Batouri,CM,2021-04-10 03:04:33,4.4333,14.3667,293.17,89,100,0.91
516,Ellensburg,US,2021-04-10 03:04:34,46.9965,-120.5479,280.15,49,1,8.75
517,Scottsbluff,US,2021-04-10 03:04:34,41.8666,-103.6672,277.04,47,1,4.12
518,Denia,ES,2021-04-10 03:04:34,38.8408,0.1057,286.48,84,100,1.34
519,Chamba,IN,2021-04-10 03:04:34,32.5667,76.1333,294.07,21,31,2.7
520,Pochutla,MX,2021-04-10 03:04:35,15.7432,-96.4661,299.82,76,0,1.34
521,Store Heddinge,DK,2021-04-10 03:04:35,55.3097,12.3889,275.37,86,10,3.09
522,Camapua,BR,2021-04-10 03:04:35,-19.5314,-54.0439,297.52,62,82,1.29
523,Mangan,IN,2021-04-10 03:04:36,27.5167,88.5333,297.34,42,45,1.67
524,Wiefelstede,DE,2021-04-10 03:04:36,53.2574,8.1159,277.59,85,100,0.89
525,Southwick,US,2021-04-10 03:04:36,42.0548,-72.7704,286.48,67,90,3.6
526,Lorengau,PG,2021-04-10 02:58:25,-2.0226,147.2712,300.5,81,100,6.54
527,Namatanai,PG,2021-04-10 02:59:31,-3.6667,152.4333,301.7,71,92,5.57
528,Tabou,CI,2021-04-10 02:58:30,4.423,-7.3528,299.22,86,100,0.81
529,Adamas,GR,2021-04-10 03:04:37,36.7333,24.4333,283.15,37,6,8.23
530,Vestmannaeyjar,IS,2021-04-10 02:57:42,63.4427,-20.2734,270.9,51,1,4.4
531,Rumoi,JP,2021-04-10 03:04:37,43.9344,141.6428,279.5,53,63,4.86
532,Yerbogachen,RU,2021-04-10 03:04:37,61.2767,108.0108,262.98,67,47,4.41
533,Tocache,PE,2021-04-10 03:04:38,-8.1842,-76.5125,294.54,98,100,0.32
534,Egvekinot,RU,2021-04-10 02:58:11,66.3167,-179.1667,259.16,67,100,2.36
535,Jijiga,ET,2021-04-10 03:04:38,9.35,42.8,289.1,52,7,2.99
536,Stornoway,GB,2021-04-10 03:04:38,58.2093,-6.3865,272.15,93,100,1.54
537,Tuyen Quang,VN,2021-04-10 03:04:39,21.8233,105.2181,292.45,94,100,0.31
538,Sambava,MG,2021-04-10 03:04:39,-14.2667,50.1667,296.82,89,47,3.78
539,Paso De Los Toros,UY,2021-04-10 03:01:08,-32.8167,-56.5167,292.29,92,98,4.36
540,Ati,TD,2021-04-10 03:04:39,13.2154,18.3353,299.33,8,71,5.35
541,Canton,CN,2021-04-10 03:04:02,23.1167,113.25,296.15,60,75,3.0
542,Port Hedland,AU,2021-04-10 03:02:58,-20.3167,118.5667,306.15,62,75,6.17
543,Santa Cruz,BO,2021-04-10 02:55:05,-17.8,-63.1667,297.15,94,75,2.06
544,Labuhan,ID,2021-04-10 02:59:08,-6.8844,112.2051,302.53,71,64,0.56
545,Maues,BR,2021-04-10 03:04:40,-3.3836,-57.7186,296.99,90,68,0.52
546,Sovetskiy,RU,2021-04-10 02:59:35,61.3614,63.5842,274.89,99,100,1.59
547,Sena Madureira,BR,2021-04-10 03:04:40,-9.0656,-68.6569,295.72,97,100,1.12
548,Ilheus,BR,2021-04-10 03:00:45,-14.7889,-39.0494,295.1,87,62,3.22
549,Waitati,NZ,2021-04-10 03:04:41,-45.75,170.5667,287.04,96,99,6.71
550,Alikalia,SL,2021-04-10 03:04:41,9.1667,-11.4,294.82,93,11,1.13
551,Ler,SS,2021-04-10 03:04:41,8.3018,30.1418,301.73,40,34,1.84
552,Sao Miguel Do Araguaia,BR,2021-04-10 03:03:20,-13.275,-50.1628,294.29,89,87,2.33
553,Erdenet,MN,2021-04-10 03:04:42,49.0333,104.0833,274.62,48,75,5.88
554,Boa Vista,BR,2021-04-10 02:59:34,2.8197,-60.6733,298.15,88,40,1.54
555,Ukiah,US,2021-04-10 03:00:04,39.1502,-123.2078,287.15,51,1,4.12
556,Riorges,FR,2021-04-10 03:04:42,46.0418,4.0497,280.37,81,90,3.6
557,Radis,TN,2021-04-10 03:01:14,36.7681,10.2753,287.15,58,20,5.66
558,Matagami,CA,2021-04-10 03:02:33,49.7502,-77.6328,287.15,58,90,1.54
559,Odweyne,SO,2021-04-10 03:04:42,9.4092,45.064,292.1,40,2,2.71
560,Shenkursk,RU,2021-04-10 03:04:43,62.1091,42.896,274.23,76,84,6.54
561,El Alto,PE,2021-04-10 03:04:43,-4.2714,-81.2147,294.65,76,100,4.1
562,Kasama,ZM,2021-04-10 03:04:43,-10.2129,31.1808,288.37,95,100,2.34
563,Pakxan,LA,2021-04-10 03:04:44,18.3778,103.6601,306.48,46,38,2.67
